fips	state	county	percent_less_than_18_years_of_age	percent_65_and_over
47105	Tennessee	Loudon	19.40475742	26.43721491
47107	Tennessee	McMinn	21.21797879	19.62653655
47109	Tennessee	McNairy	21.81790028	20.78816971
47111	Tennessee	Macon	24.6733979	15.71811251
47113	Tennessee	Madison	22.40868808	17.02269351
47115	Tennessee	Marion	21.04286964	20.07699038
47117	Tennessee	Marshall	23.45099902	16.12089185
47119	Tennessee	Maury	23.41954632	15.91477634
47121	Tennessee	Meigs	20.41280676	21.2254185
47123	Tennessee	Monroe	21.07125138	21.17910995
47125	Tennessee	Montgomery	26.69822773	9.227967953
47127	Tennessee	Moore	18.9362034	21.50990485
47129	Tennessee	Morgan	19.1899532	17.77654201
47131	Tennessee	Obion	21.67377011	20.4149734
47133	Tennessee	Overton	21.13014319	20.57730651
47135	Tennessee	Perry	22.12301587	21.14335318
47137	Tennessee	Pickett	17.72924046	27.58756395
47139	Tennessee	Polk	19.5644455	20.9728962
47141	Tennessee	Putnam	20.87059092	16.65842243
47143	Tennessee	Rhea	22.68793124	18.60852197
47145	Tennessee	Roane	18.78246142	22.78509597
47147	Tennessee	Robertson	23.86498057	14.81439757
47149	Tennessee	Rutherford	24.65449845	10.45461541
47151	Tennessee	Scott	24.30691048	16.80657017
47153	Tennessee	Sequatchie	20.84565744	20.35493412
47155	Tennessee	Sevier	20.60740408	19.75748784
47157	Tennessee	Shelby	24.86962525	13.58237761
47159	Tennessee	Smith	22.68077425	16.97422525
47161	Tennessee	Stewart	20.91291203	20.33773321
47163	Tennessee	Sullivan	19.2569196	21.8998148
47165	Tennessee	Sumner	23.46900064	15.85047208
47167	Tennessee	Tipton	24.62123057	14.45900521
47169	Tennessee	Trousdale	17.60806393	12.94950963
47171	Tennessee	Unicoi	18.63633804	23.21378301
47173	Tennessee	Union	21.70357578	18.30048761
47175	Tennessee	Van Buren	19.25411969	23.6773634
47177	Tennessee	Warren	23.44048143	17.68677528
47179	Tennessee	Washington	19.04017666	18.32248633
47181	Tennessee	Wayne	16.97668801	19.49510811
47183	Tennessee	Weakley	19.27876702	18.63833608
47185	Tennessee	White	21.87995721	20.2678275
47187	Tennessee	Williamson	27.22490495	13.15329544
47189	Tennessee	Wilson	23.70275556	15.69066667
48000	Texas		25.77569142	12.55083079
48001	Texas	Anderson	19.12775376	14.79752657
48003	Texas	Andrews	30.72043248	10.35966461
48005	Texas	Angelina	25.58214302	16.32526524
48007	Texas	Aransas	17.53530599	29.62760592
48009	Texas	Archer	21.47735033	20.0091054
48011	Texas	Armstrong	23.09725159	23.94291755
48013	Texas	Atascosa	27.28085868	14.67899026
48015	Texas	Austin	23.77204975	19.00363467
48017	Texas	Bailey	31.39319767	14.58659456
48019	Texas	Bandera	16.70171749	26.97599019
48021	Texas	Bastrop	25.42885394	15.18924761
48023	Texas	Baylor	23.00390843	23.813512
48025	Texas	Bee	21.06054562	12.31165802
48027	Texas	Bell	27.7011714	10.84939349
48029	Texas	Bexar	25.56175603	12.1155621
48031	Texas	Blanco	18.24474449	24.27790121
48033	Texas	Borden	20.21604938	24.69135803
48035	Texas	Bosque	21.57722968	24.64822642
48037	Texas	Bowie	23.73945125	16.54403969
48039	Texas	Brazoria	26.45732037	11.7984873
48041	Texas	Brazos	20.58802777	9.156016546
48043	Texas	Brewster	18.81946693	23.13585842
48045	Texas	Briscoe	18.73350924	26.18733509
48047	Texas	Brooks	28.29631712	18.31599663
48049	Texas	Brown	22.14956228	19.92405864
48051	Texas	Burleson	22.18173908	20.41981619
48053	Texas	Burnet	21.39371503	22.34866013
48055	Texas	Caldwell	23.82361782	14.35937753
48057	Texas	Calhoun	24.19646584	17.94907472
48059	Texas	Callahan	22.50250107	20.50164356
48061	Texas	Cameron	30.32568388	13.54421242
48063	Texas	Camp	26.57101205	18.52221284
48065	Texas	Carson	24.11323897	19.5337219
48067	Texas	Cass	22.58375112	22.11228793
48069	Texas	Castro	28.55838226	15.81213307
48071	Texas	Chambers	27.99029538	11.80100815
48073	Texas	Cherokee	25.42211743	17.55209918
48075	Texas	Childress	19.7915238	15.40255109
48077	Texas	Clay	20.07459832	22.71423106
48079	Texas	Cochran	27.71509168	16.325811
48081	Texas	Coke	21.03857567	27.27002967
48083	Texas	Coleman	21.00750268	24.9612957
48085	Texas	Collin	25.91424529	11.00884847
48087	Texas	Collingsworth	26.29979743	18.87238353
48089	Texas	Colorado	22.81189612	22.14262148
48091	Texas	Comal	22.6955039	18.08213085
48093	Texas	Comanche	22.18117334	24.30175853
48095	Texas	Concho	11.90364827	17.68007484
48097	Texas	Cooke	23.87243062	18.53403658
48099	Texas	Coryell	22.7956903	10.25157737
48101	Texas	Cottle	23.11015119	24.33405328
48103	Texas	Crane	29.3909053	11.93158114
48105	Texas	Crockett	24.4927122	17.71934839
48107	Texas	Crosby	26.57899291	18.70565842
48109	Texas	Culberson	22.68602541	21.46098004
48111	Texas	Dallam	31.56944444	11.44444444
48113	Texas	Dallas	26.14676325	10.73458965
48115	Texas	Dawson	25.59632301	14.92986766
48117	Texas	Deaf Smith	31.04477612	12.67057569
48119	Texas	Delta	23.18190316	20.82632268
48121	Texas	Denton	24.67755604	10.17549333
48123	Texas	DeWitt	22.43027691	19.92866696
48125	Texas	Dickens	18.85282348	22.81013784
48127	Texas	Dimmit	29.06480404	16.7733799
48129	Texas	Donley	19.70473034	23.98312745
48131	Texas	Duval	24.85729576	17.93613985
48133	Texas	Eastland	21.51511844	21.84805152
48135	Texas	Ector	30.13495843	9.720954331
48137	Texas	Edwards	22.61410788	29.09751037
48139	Texas	Ellis	26.72261976	12.80735193
48141	Texas	El Paso	27.11838603	12.26179234
48143	Texas	Erath	20.51312256	14.17094662
48145	Texas	Falls	20.84222671	18.15402365
48147	Texas	Fannin	21.47877345	18.511591
48149	Texas	Fayette	20.16253107	25.36983707
48151	Texas	Fisher	21.1513415	24.56368846
48153	Texas	Floyd	26.93164297	18.70824054
48155	Texas	Foard	20.58333333	26.33333333
48157	Texas	Fort Bend	27.4800789	11.05884563
48159	Texas	Franklin	23.46275311	21.84655397
48161	Texas	Freestone	22.8342084	19.88085622
48163	Texas	Frio	23.08235769	12.28805006
48165	Texas	Gaines	35.89301947	8.865604517
48167	Texas	Galveston	24.23658587	14.38485898
48169	Texas	Garza	16.95044086	11.08239587
48171	Texas	Gillespie	19.95597672	29.72317565
48173	Texas	Glasscock	26.15273775	15.20172911
48175	Texas	Goliad	21.37394515	22.91666667
48177	Texas	Gonzales	26.99030059	16.72428695
48179	Texas	Gray	25.71363325	16.21831468
48181	Texas	Grayson	23.76428268	17.62581069
48183	Texas	Gregg	25.82796446	15.37180596
48185	Texas	Grimes	22.46473907	17.38011284
48187	Texas	Guadalupe	25.05772967	13.8129681
48189	Texas	Hale	27.07655927	13.43482117
48191	Texas	Hall	22.91941876	23.15059445
48193	Texas	Hamilton	22.07685054	24.89391796
48195	Texas	Hansford	29.17810727	14.77210324
48197	Texas	Hardeman	21.34115247	22.48852626
48199	Texas	Hardin	24.56867167	16.65530442
48201	Texas	Harris	26.63940192	10.51934622
48203	Texas	Harrison	25.27500525	16.90045859
48205	Texas	Hartley	21.07136501	15.19843389
48207	Texas	Haskell	18.63065543	21.96800275
48209	Texas	Hays	22.98916144	10.9885865
48211	Texas	Hemphill	30.74509804	14.45751634
48213	Texas	Henderson	21.53610615	21.97110536
48215	Texas	Hidalgo	32.56176243	11.08911829
48217	Texas	Hill	23.36744237	20.74599769
48219	Texas	Hockley	25.73977372	14.67362924
48221	Texas	Hood	21.31754134	24.5634901
48223	Texas	Hopkins	24.63461016	18.25590872
48225	Texas	Houston	19.85411541	22.00785532
48227	Texas	Howard	21.44052223	12.8719932
48229	Texas	Hudspeth	21.18873827	15.37017727
48231	Texas	Hunt	24.02557699	15.83741826
48233	Texas	Hutchinson	25.67695066	16.54401359
48235	Texas	Irion	22.01051248	21.48488831
48237	Texas	Jack	21.75732218	17.12088658
48239	Texas	Jackson	25.44036574	18.05163372
48241	Texas	Jasper	24.00479483	19.57236842
48243	Texas	Jeff Davis	7.726465364	34.85790409
48245	Texas	Jefferson	23.99245493	14.43484535
48247	Texas	Jim Hogg	30.73551829	17.58765244
48249	Texas	Jim Wells	27.79873598	15.34956641
48251	Texas	Johnson	25.99249538	14.13332088
48253	Texas	Jones	17.2175405	15.59771913
48255	Texas	Karnes	21.38658147	14.08945687
48257	Texas	Kaufman	27.72154064	11.9474118
48259	Texas	Kendall	23.01439495	19.0683815
48261	Texas	Kenedy	27.14932127	15.61085973
48263	Texas	Kent	21.07438017	27.13498623
48265	Texas	Kerr	19.20045797	27.69964698
48267	Texas	Kimble	17.56075195	29.34433746
48269	Texas	King	25.27075812	17.68953069
48271	Texas	Kinney	18.84788957	23.99787629
48273	Texas	Kleberg	24.22178676	12.94291497
48275	Texas	Knox	26.41664385	19.8740761
48277	Texas	Lamar	23.79544723	19.19843951
48279	Texas	Lamb	27.8005776	16.84146527
48281	Texas	Lampasas	22.10184182	19.61938857
48283	Texas	La Salle	19.62554774	13.7166379
48285	Texas	Lavaca	23.62506216	23.28692193
48287	Texas	Lee	21.87354176	18.49043397
48289	Texas	Leon	22.5014476	24.4701795
48291	Texas	Liberty	26.49120165	12.80307682
48293	Texas	Limestone	22.39465964	19.47786896
48295	Texas	Lipscomb	25.84202683	18.12220566
48297	Texas	Live Oak	19.8915009	20.59016932
48299	Texas	Llano	15.5132588	36.11752749
48301	Texas	Loving	34.21052632	9.868421053
48303	Texas	Lubbock	23.84031853	12.42632038
48305	Texas	Lynn	26.78237196	16.84532925
48307	Texas	McCulloch	22.17353199	22.26117441
48309	Texas	McLennan	24.68942331	14.38098717
48311	Texas	McMullen	18.69158879	24.03204272
48313	Texas	Madison	21.16211344	15.60809874
48315	Texas	Marion	18.0902498	26.36986301
48317	Texas	Martin	31.09681905	11.26368851
48319	Texas	Mason	20.91121495	28.5046729
48321	Texas	Matagorda	25.50886408	17.01958853
48323	Texas	Maverick	31.19774301	11.82525434
48325	Texas	Medina	23.0788869	16.67092162
48327	Texas	Menard	17.67180926	31.74380552
48329	Texas	Midland	28.54709175	10.31359733
48331	Texas	Milam	24.61501731	20.28570292
48333	Texas	Mills	20.48364154	28.57142857
48335	Texas	Mitchell	21.49785144	15.22406384
48337	Texas	Montague	22.72912839	22.01979996
48339	Texas	Montgomery	26.35427508	13.07492491
48341	Texas	Moore	31.9897603	10.90528276
48343	Texas	Morris	22.8057379	21.90615123
48345	Texas	Motley	19.8541329	30.30794165
48347	Texas	Nacogdoches	23.19702942	14.73878042
48349	Texas	Navarro	26.50862504	17.00595178
48351	Texas	Newton	20.23861487	20.52233377
48353	Texas	Nolan	26.13382144	18.2631686
48355	Texas	Nueces	24.56130181	14.41348184
48357	Texas	Ochiltree	31.67789283	11.1390369
48359	Texas	Oldham	24.6832473	14.96949789
48361	Texas	Orange	24.84564208	16.11305222
48363	Texas	Palo Pinto	23.24155844	19.52900433
48365	Texas	Panola	23.33246933	19.1722827
48367	Texas	Parker	24.83468357	15.3948443
48369	Texas	Parmer	28.58880779	13.73682076
48371	Texas	Pecos	24.37950616	13.40521917
48373	Texas	Polk	20.16349863	18.83232396
48375	Texas	Potter	27.45386467	12.47158331
48377	Texas	Presidio	26.48244099	23.12895797
48379	Texas	Rains	19.96874743	24.53326754
48381	Texas	Randall	23.85026895	15.06997087
48383	Texas	Reagan	29.16332531	11.22694467
48385	Texas	Real	16.8200115	29.47096032
48387	Texas	Red River	19.95071869	24.60780288
48389	Texas	Reeves	22.48486779	11.97196559
48391	Texas	Refugio	22.68202503	22.6109215
48393	Texas	Roberts	24.36323367	20.93023256
48395	Texas	Robertson	24.01064568	19.30108771
48397	Texas	Rockwall	26.97278878	12.51179749
48399	Texas	Runnels	22.75747508	20.77389095
48401	Texas	Rusk	22.24242424	16.5785124
48403	Texas	Sabine	18.72698083	30.54112759
48405	Texas	San Augustine	19.77648202	26.44557823
48407	Texas	San Jacinto	21.56760333	21.86705665
48409	Texas	San Patricio	26.75915268	14.98064073
48411	Texas	San Saba	20.11892963	23.88503469
48413	Texas	Schleicher	25.69948187	19.58549223
48415	Texas	Scurry	25.2223408	15.1073165
48417	Texas	Shackelford	22.99415924	20.44266831
48419	Texas	Shelby	25.80848218	17.51121253
48421	Texas	Sherman	28.22344917	14.90743748
48423	Texas	Smith	24.57725403	16.51022279
48425	Texas	Somervell	22.36024845	18.9108252
48427	Texas	Starr	32.87717939	11.33359163
48429	Texas	Stephens	21.62620587	19.76041556
48431	Texas	Sterling	28.45156369	14.41647597
48433	Texas	Stonewall	22.24669604	26.5051395
48435	Texas	Sutton	23.8424694	18.36083023
48437	Texas	Swisher	25.11391048	17.67622621
48439	Texas	Tarrant	26.33482835	11.28032534
48441	Texas	Taylor	24.68977042	14.3744551
48443	Texas	Terrell	19.80558931	29.64763062
48445	Texas	Terry	27.5006104	15.13795068
48447	Texas	Throckmorton	19.669967	28.05280528
48449	Texas	Titus	28.99524718	14.27360518
48451	Texas	Tom Green	23.89054819	15.45575307
48453	Texas	Travis	21.67988129	9.881536874
48455	Texas	Trinity	20.04070556	26.60108548
48457	Texas	Tyler	19.28005162	22.33591445
48459	Texas	Upshur	23.79301987	18.36160931
48461	Texas	Upton	29.50149823	14.0561155
48463	Texas	Uvalde	27.04313492	16.8293228
48465	Texas	Val Verde	28.5177207	14.22736141
48467	Texas	Van Zandt	23.06717364	20.20921473
48469	Texas	Victoria	25.34905199	16.10474276
48471	Texas	Walker	15.075883	13.20502208
48473	Texas	Waller	24.27813124	11.82471859
48475	Texas	Ward	28.65187713	13.95904437
48477	Texas	Washington	21.70445483	21.681668
48479	Texas	Webb	32.92015512	9.454894712
48481	Texas	Wharton	25.829549	17.08354357
48483	Texas	Wheeler	25.06260836	19.34116741
48485	Texas	Wichita	22.46183669	14.71710686
48487	Texas	Wilbarger	22.22308892	18.36973479
48489	Texas	Willacy	23.64861724	14.01347897
48491	Texas	Williamson	25.63457375	12.17322871
48493	Texas	Wilson	23.98853138	15.99434533
48495	Texas	Winkler	29.57253886	12.29274611
48497	Texas	Wise	24.76978259	14.91838079
48499	Texas	Wood	19.21602517	26.90509429
48501	Texas	Yoakum	32.55732744	11.83796997
48503	Texas	Young	24.00110834	20.34358548
48505	Texas	Zapata	33.15010571	12.98801973
48507	Texas	Zavala	29.25811566	14.28690645
49000	Utah		29.49797618	11.08719894
49001	Utah	Beaver	32.20364742	14.40729483
49003	Utah	Box Elder	31.71974522	12.93721565
49005	Utah	Cache	30.30739447	9.450845217
49007	Utah	Carbon	25.78814939	17.41575805
49009	Utah	Daggett	22.14285714	25.6122449
49011	Utah	Davis	32.1199387	10.04142582
49013	Utah	Duchesne	33.66058906	12.06171108
49015	Utah	Emery	28.73976433	17.25584182
49017	Utah	Garfield	23.28740158	23.12992126
49019	Utah	Grand	21.40516182	18.60917657
49021	Utah	Iron	29.02321175	12.69540502
49023	Utah	Juab	34.38338382	12.09000433
49025	Utah	Kane	23.46607861	23.29744455
49027	Utah	Millard	30.73196986	17.16131017
49029	Utah	Morgan	35.35076795	11.47364052
49031	Utah	Piute	22.90657439	28.85813149
49033	Utah	Rich	29.05844156	17.9788961
49035	Utah	Salt Lake	27.14558754	10.85835648
49037	Utah	San Juan	30.54566639	14.15625607
49039	Utah	Sanpete	25.53309604	13.95356431
49041	Utah	Sevier	29.42569293	16.08709782
49043	Utah	Summit	24.45090979	12.59151504
49045	Utah	Tooele	32.62477291	9.159311657
49047	Utah	Uintah	33.16778599	10.8781534
49049	Utah	Utah	33.38245906	7.722435886
49051	Utah	Wasatch	31.52226234	11.49819495
49053	Utah	Washington	26.09668026	21.4583576
49055	Utah	Wayne	24.42379182	21.78438662
49057	Utah	Weber	28.27441206	11.66216127
50000	Vermont		18.51719386	19.35289694
50001	Vermont	Addison	16.86365726	19.89830417
50003	Vermont	Bennington	18.96101709	22.90701917
50005	Vermont	Caledonia	19.28585572	20.96891294
50007	Vermont	Chittenden	17.72172666	14.99222225
50009	Vermont	Essex	17.696	25.568
50011	Vermont	Franklin	22.15454969	16.03569333
50013	Vermont	Grand Isle	18.02538787	20.80394922
50015	Vermont	Lamoille	20.29249012	17.36363636
50017	Vermont	Orange	18.33166661	21.20417945
50019	Vermont	Orleans	19.34812502	22.71899506
50021	Vermont	Rutland	17.79042814	22.08037906
50023	Vermont	Washington	18.79256966	19.62676299
50025	Vermont	Windham	17.85948171	22.82018898
50027	Vermont	Windsor	18.0588214	23.30608111
51000	Virginia		21.95188012	15.44317499
51001	Virginia	Accomack	20.5356041	23.56534617
51003	Virginia	Albemarle	19.80168877	18.62433084
51005	Virginia	Alleghany	18.57813548	24.69483568
51007	Virginia	Amelia	20.47183586	19.79558903
51009	Virginia	Amherst	19.60146529	21.16149814
51011	Virginia	Appomattox	21.14765482	20.70576353
51013	Virginia	Arlington	18.08640078	10.61337734
51015	Virginia	Augusta	19.03335675	21.04112276
51017	Virginia	Bath	15.1444548	27.65610438
51019	Virginia	Bedford	19.83948595	21.32017728
51021	Virginia	Bland	15.33449865	22.99380264
51023	Virginia	Botetourt	18.86888842	22.74543979
51025	Virginia	Brunswick	16.32080078	21.50268555
51027	Virginia	Buchanan	17.25649121	22.19028321
51029	Virginia	Buckingham	17.64809695	19.6482146
51031	Virginia	Campbell	19.33312717	19.90613574
51033	Virginia	Caroline	23.00467958	16.41102301
51035	Virginia	Carroll	18.16709408	24.49385882
51036	Virginia	Charles City	15.15631753	24.60740527
51037	Virginia	Charlotte	20.86614173	22.23152957
51041	Virginia	Chesterfield	23.75371533	14.92672627
51043	Virginia	Clarke	19.88569855	21.12511189
51045	Virginia	Craig	17.53554502	23.40047393
51047	Virginia	Culpeper	24.80572321	15.73304537
51049	Virginia	Cumberland	19.36996636	22.41818738
51051	Virginia	Dickenson	19.76864284	22.02024375
51053	Virginia	Dinwiddie	19.93059694	17.45942725
51057	Virginia	Essex	18.57312941	23.17062002
51059	Virginia	Fairfax	23.38922223	13.45504629
51061	Virginia	Fauquier	23.36469756	16.44145738
51063	Virginia	Floyd	19.70243748	22.81734726
51065	Virginia	Fluvanna	19.70279655	20.2292499
51067	Virginia	Franklin	19.18142184	23.52344515
51069	Virginia	Frederick	23.07283119	17.27576255
51071	Virginia	Giles	20.69579672	21.85347898
51073	Virginia	Gloucester	20.02463252	19.05807384
51075	Virginia	Goochland	17.72070212	22.33264498
51077	Virginia	Grayson	16.71038321	24.51538609
51079	Virginia	Greene	23.91930836	17.35173669
51081	Virginia	Greensville	17.33895244	15.09417735
51083	Virginia	Halifax	20.28429074	24.36400938
51085	Virginia	Hanover	21.98080922	17.74727478
51087	Virginia	Henrico	22.55718108	15.50289892
51089	Virginia	Henry	19.41985752	23.90045728
51091	Virginia	Highland	13.12217195	34.38914027
51093	Virginia	Isle of Wight	20.78586312	19.14594214
51095	Virginia	James City	20.00340328	25.26408105
51097	Virginia	King and Queen	17.55183187	22.89122408
51099	Virginia	King George	24.91439323	13.07996237
51101	Virginia	King William	23.07692308	16.1048468
51103	Virginia	Lancaster	15.97885561	36.13094686
51105	Virginia	Lee	18.74176968	21.34998513
51107	Virginia	Loudoun	28.27282782	9.291385031
51109	Virginia	Louisa	20.13975746	19.8053184
51111	Virginia	Lunenburg	18.55866292	22.31507529
51113	Virginia	Madison	20.35351636	22.2564874
51115	Virginia	Mathews	15.45103386	31.06112247
51117	Virginia	Mecklenburg	18.53507341	25.63784666
51119	Virginia	Middlesex	16.38035101	31.13566719
51121	Virginia	Montgomery	15.46193868	12.60291963
51125	Virginia	Nelson	17.7406309	27.31868428
51127	Virginia	New Kent	20.04823367	17.23906927
51131	Virginia	Northampton	19.60801023	26.39965914
51133	Virginia	Northumberland	14.52210422	36.68395489
51135	Virginia	Nottoway	19.11154345	19.18936446
51137	Virginia	Orange	21.07302696	20.36895535
51139	Virginia	Page	19.8763214	21.3638073
51141	Virginia	Patrick	17.4163979	26.40751429
51143	Virginia	Pittsylvania	18.90597057	22.62547376
51145	Virginia	Powhatan	18.2363219	18.23974785
51147	Virginia	Prince Edward	16.41394336	16.46623094
51149	Virginia	Prince George	21.59025261	14.04075416
51153	Virginia	Prince William	27.18098506	9.896989601
51155	Virginia	Pulaski	17.63341748	22.93782657
51157	Virginia	Rappahannock	16.24379482	27.31660232
51159	Virginia	Richmond	17.18300509	21.03341447
51161	Virginia	Roanoke	19.82290349	21.4205989
51163	Virginia	Rockbridge	17.51494374	25.97134318
51165	Virginia	Rockingham	21.89084732	19.04386786
51167	Virginia	Russell	18.88739345	21.58292209
51169	Virginia	Scott	17.79047088	24.19894121
51171	Virginia	Shenandoah	21.19686415	21.70954319
51173	Virginia	Smyth	19.22092413	22.00708848
51175	Virginia	Southampton	18.17923348	20.22063005
51177	Virginia	Spotsylvania	24.70537404	14.25006332
51179	Virginia	Stafford	26.0656175	10.45212057
51181	Virginia	Surry	16.74389867	22.67531665
51183	Virginia	Sussex	15.41336656	17.76274806
51185	Virginia	Tazewell	19.29506792	22.24941868
51187	Virginia	Warren	21.99585031	16.04879634
51191	Virginia	Washington	18.49380538	22.7454873
51193	Virginia	Westmoreland	18.86146943	25.35053281
51195	Virginia	Wise	19.67010418	18.23371567
51197	Virginia	Wythe	19.72595117	21.60742853
51199	Virginia	York	23.81275241	16.14980986
51510	Virginia	Alexandria City	18.33551361	11.50252289
51520	Virginia	Bristol City	20.16138818	21.08967358
51530	Virginia	Buena Vista City	17.44428411	19.54465288
51540	Virginia	Charlottesville City	15.95070349	11.59673296
51550	Virginia	Chesapeake City	24.08689631	13.28544227
51570	Virginia	Colonial Heights City	24.10699265	19.59849717
51580	Virginia	Covington City	17.98534799	21.24542125
51590	Virginia	Danville City	21.6769469	20.93234709
51595	Virginia	Emporia City	21.1286858	20.23042375
51600	Virginia	Fairfax City	24.98982665	14.29966631
51610	Virginia	Falls Church City	26.46222583	13.22772813
51620	Virginia	Franklin City	23.6740297	19.7054786
51630	Virginia	Fredericksburg City	20.92025803	11.15152347
51640	Virginia	Galax City	21.84337537	20.14634906
51650	Virginia	Hampton City	20.91085748	15.44526591
51660	Virginia	Harrisonburg City	16.98961746	9.409064831
51670	Virginia	Hopewell City	25.96477253	15.69304302
51678	Virginia	Lexington City	9.375	16.19955157
51680	Virginia	Lynchburg City	19.41650634	14.39617174
51683	Virginia	Manassas City	26.97821858	10.37439063
51685	Virginia	Manassas Park City	22.63823886	7.996764315
51690	Virginia	Martinsville City	24.75585181	18.92729809
51700	Virginia	Newport News City	23.10917784	13.06696674
51710	Virginia	Norfolk City	19.57791835	11.19897081
51720	Virginia	Norton City	19.98487903	18.64919355
51730	Virginia	Petersburg City	22.5963823	16.96391802
51735	Virginia	Poquoson City	22.14109926	19.36013126
51740	Virginia	Portsmouth City	23.30289965	14.92941077
51750	Virginia	Radford City	12.45978516	9.117181962
51760	Virginia	Richmond City	17.51179065	13.18804282
51770	Virginia	Roanoke City	22.55504404	16.53322658
51775	Virginia	Salem City	19.94696408	18.85894786
51790	Virginia	Staunton City	19.40052965	21.29443865
51800	Virginia	Suffolk City	24.27153589	14.43658497
51810	Virginia	Virginia Beach City	22.11804376	14.21713991
51820	Virginia	Waynesboro City	23.62559661	17.95121089
51830	Virginia	Williamsburg City	11.49301826	16.32653061
51840	Virginia	Winchester City	22.60566387	15.88871496
53000	Washington		22.07238954	15.44977693
53001	Washington	Adams	35.44713801	11.05825194
53003	Washington	Asotin	20.29190624	23.31711632
53005	Washington	Benton	26.748961	14.90858295
53007	Washington	Chelan	23.39425723	19.07679527
53009	Washington	Clallam	17.01265361	29.60762084
53011	Washington	Clark	23.93988258	15.46724443
53013	Washington	Columbia	18.84700665	27.86400591
53015	Washington	Cowlitz	22.97246461	18.92519291
53017	Washington	Douglas	25.78600228	17.56822896
53019	Washington	Ferry	17.42711466	27.21924435
53021	Washington	Franklin	32.35291	9.214919393
53023	Washington	Garfield	21.27280819	25.41165999
53025	Washington	Grant	29.37501926	13.71505481
53027	Washington	Grays Harbor	20.44356639	21.60728542
53029	Washington	Island	18.13757992	24.58323467
53031	Washington	Jefferson	11.83144757	36.85272149
53033	Washington	King	20.2788153	13.21488848
53035	Washington	Kitsap	20.47849373	17.82546654
53037	Washington	Kittitas	17.09315092	16.0290516
53039	Washington	Klickitat	19.35586014	23.89288461
53041	Washington	Lewis	21.3783227	20.98512638
53043	Washington	Lincoln	21.67597765	25.56797021
53045	Washington	Mason	19.43151114	22.80061673
53047	Washington	Okanogan	23.18665148	21.58454382
53049	Washington	Pacific	15.93755673	30.69068797
53051	Washington	Pend Oreille	19.40891045	25.98882517
53053	Washington	Pierce	23.47921405	13.81522923
53055	Washington	San Juan	12.99042504	34.09037833
53057	Washington	Skagit	21.82191161	20.74083896
53059	Washington	Skamania	18.52566253	21.02482389
53061	Washington	Snohomish	22.64655461	13.4701025
53063	Washington	Spokane	22.16170421	16.18227429
53065	Washington	Stevens	21.56650464	23.29209015
53067	Washington	Thurston	21.42944428	17.28726097
53069	Washington	Wahkiakum	17.28422955	32.17352011
53071	Washington	Walla Walla	20.9760021	18.05259184
53073	Washington	Whatcom	19.45632187	17.35073222
53075	Washington	Whitman	14.96856862	10.40549497
53077	Washington	Yakima	29.62067402	13.73018461
54000	West Virginia		20.165774	19.92865339
54001	West Virginia	Barbour	19.70970668	20.15724221
54003	West Virginia	Berkeley	23.24906295	14.66407111
54005	West Virginia	Boone	21.33843561	20.05831169
54007	West Virginia	Braxton	19.41940521	22.92568671
54009	West Virginia	Brooke	17.70031077	23.82560915
54011	West Virginia	Cabell	19.73204325	18.81704282
54013	West Virginia	Calhoun	18.85856079	24.52440033
54015	West Virginia	Clay	22.11538462	20.57460612
54017	West Virginia	Doddridge	15.61979538	21.66309779
54019	West Virginia	Fayette	20.68204008	21.04235436
54021	West Virginia	Gilmer	14.32843259	17.50560678
54023	West Virginia	Grant	19.4133838	24.40220196
54025	West Virginia	Greenbrier	19.39573392	23.28235497
54027	West Virginia	Hampshire	18.70047544	22.39688183
54029	West Virginia	Hancock	18.92830137	23.10442016
54031	West Virginia	Hardy	20.37749546	21.88747731
54033	West Virginia	Harrison	21.36661042	19.45110578
54035	West Virginia	Jackson	21.28126524	20.39991639
54037	West Virginia	Jefferson	22.24569186	16.19052648
54039	West Virginia	Kanawha	19.95633236	20.65457125
54041	West Virginia	Lewis	21.23689466	20.63155267
54043	West Virginia	Lincoln	22.03505025	19.49123744
54045	West Virginia	Logan	20.47719815	20.24411936
54047	West Virginia	McDowell	20.49607639	21.75273007
54049	West Virginia	Marion	20.07237464	19.54293456
54051	West Virginia	Marshall	19.32759461	22.36803638
54053	West Virginia	Mason	20.89976795	20.89602515
54055	West Virginia	Mercer	20.63046456	21.99523093
54057	West Virginia	Mineral	19.90348924	21.68151448
54059	West Virginia	Mingo	22.21988648	18.92789573
54061	West Virginia	Monongalia	16.28077429	12.63672242
54063	West Virginia	Monroe	19.72891566	24.99246988
54065	West Virginia	Morgan	17.90633609	23.08989712
54067	West Virginia	Nicholas	20.58207874	22.35327268
54069	West Virginia	Ohio	19.00850198	21.80577176
54071	West Virginia	Pendleton	18.37930542	27.06874375
54073	West Virginia	Pleasants	18.60929799	19.12881311
54075	West Virginia	Pocahontas	17.42334205	25.21987164
54077	West Virginia	Preston	19.1347262	20.03014274
54079	West Virginia	Putnam	22.26279948	18.32680569
54081	West Virginia	Raleigh	20.82042718	20.62784497
54083	West Virginia	Randolph	18.82177428	21.88183048
54085	West Virginia	Ritchie	19.98765559	22.57998148
54087	West Virginia	Roane	20.66465691	21.92075797
54089	West Virginia	Summers	16.669279	24.89811912
54091	West Virginia	Taylor	20.15182066	20.22891709
54093	West Virginia	Tucker	15.4852624	26.18260244
54095	West Virginia	Tyler	19.64326549	22.65035445
